年 year
呸 yuck
滑杆 slider
腰果 cashew
黏黏 sticky
工头 foreman
重担 burden
驱邪 exorcism
灵车 hearse
溢位 overflow
溢位 spills
有神论 theistic
断奶 weaning
斜边 hypotenuse
指头 finger
特价 specials
铜币 coppers
午睡 nap
午睡 napping
午睡 siesta
ū ū
残渣 residue
残渣 residues
钻井 drilling
û û
九月份 september
自愿性 voluntary
无痛 painless
纸板 cardboard
蛀牙 cavities
叛乱份子 insurgents
叛乱份子 rebels
准备金 reserves
准备金 reserve
赃物 swag
集思广益 brainstorming
∇ ∇
宿醉 hangover
缄默 silence
一瞥 glimpse
砍刀 machete
苦思 mulling
未决 outstanding
减法 subtraction
鲟鱼 sturgeon
狂徒 fanatics
挥手 wave
铰链 hinge
铰链 hinges
弥漫性 diffuse
黄油 butter
君主政体 monarchy
抚育 upbringing
读数 readings
验尸官 coroner
道德观 morality
无能力 inability
贞洁 chastity
打喷嚏 sneezes
打喷嚏 sneezing
打喷嚏 sneeze
肠炎 enteritis
难以捉摸 elusive
爱哭鬼 crybaby
毛茸茸 furry
毛茸茸 fluffy
毛茸茸 shaggy
伊斯兰堡 islamabad
文鸟 mannikin
锄头 hoe
锄头 hoes
霓虹灯 neon
绊倒 tripping
绊倒 tripped
番石榴 guava
金砂 sands
盖章 stamp
卸货 unloading
酥脆 crispy
鲷鱼 snapper
赡养费 alimony
治外法权 extraterritoriality
相辅相成 complementarity
相辅相成 complementary
骑车 cycling
吃素 vegetarian
试金石 touchstone
水壶 canteen
水壶 kettle
雪利酒 sherry
熔炉 furnace
熔炉 crucible
熔炉 furnaces
柜子 cabinets
柜子 cupboard
衬衣 shirt
雄辩 eloquence
雄辩 eloquent
试用期 probation
奶嘴 pacifier
牛蛙 bullfrog
抹布 rag
抹布 wipes
退役军人 veterans
沙袋 sandbags
木屑 sawdust
史册 annals
采摘 picking
节假日 holidays
暴发 outbreak
敲诈 blackmail
敲诈 extortion
生鱼片 sashimi
似曾相识 vu
马戏 circus
阵雨 showers
更宽 wider
狡诈 cunning
木桩 stake
民主政体 democracies
铁丝 wire
ℓ ℓ
三重唱 trio
助产士 midwives
助产士 midwife
粗心 carelessness
粗心 careless
链条 chains
链条 chain
伪善 hypocritical
伪善 hypocrisy
痴呆症 dementia
直尺 straightedge
激进份子 radicals
牢不可破 unbreakable
继电器 relays
继电器 relay
纱布 gauze
纱布 bandage
节食 dieting
节食 diet
旋钮 knob
胶水 glue
诱人 enticing
诱人 tempting
金刚石 diamond
车灯 headlight
车灯 headlights
分节 subsection
番茄酱 ketchup
冒泡 bubbling
滑翔翼 glider
便便 poo
便便 poop
ù ù
仙丹 elixir
直升飞机 helicopter
直升飞机 helicopters
铲除 eradication
鸣叫 tweet
鸣叫 chirping
鹧鸪 partridge
优生 eugenic
哇哇 wow
覆盆子 raspberries
覆盆子 raspberry
悼词 eulogy
烂摊子 mess
诡辩 sophistry
葡萄干 raisins
葡萄干 raisin
胃炎 gastritis
杂食 omnivore
口粮 rations
口粮 ration
紧身衣 tights
保固 warranty
窃贼 thieves
诉状 pleadings
冷凝器 condenser
马陆 malu
₩ ₩
淬火 quenching
耳鸣 tinnitus
流汗 sweating
流汗 sweat
悔过 repentance
悔过 repent
铑 rhodium
排他 exclusive
排他 exclusivity
有价证券 securities
精疲力竭 exhausted
锯木厂 sawmill
残局 endgame
圆桌会议 roundtable
麻醉药 anesthetic
麻醉药 anaesthetic
ħ ħ
阴囊 scrotum
明目张胆 blatant
明目张胆 flagrant
哀怨 whiny
年鉴 yearbook
年鉴 almanac
年鉴 yearbooks
郁闷 depressed
叛乱分子 insurgents
叛乱分子 rebels
叛乱分子 rebel
进货 restock
沼气 biogas
沼气 methane
蚕丝 silk
一巴掌 slap
履带式 crawler
ʃ ʃ
卷毛 curly
息肉 polyp
小费 tips
小费 tip
轻骑兵 hussar
绑缚 bondage
换羽 plumage
劳力士 rolex
沈重 heavy
橱柜 cabinets
橱柜 cupboard
橱柜 cupboards
钩针 crochet
蚊虫 mosquito
蚊虫 mosquitoes
亲暱 intimacy
媒婆 matchmaker
毁容 disfigured
说书人 storyteller
黯然失色 overshadowed
黯然失色 eclipsed
卡介苗 bcg
虹吸 siphon
启蒙 enlightenment
刷子 brushes
漱口 rinse
乘数 multipliers
乘数 multiplier
裤袜 pantyhose
偏头痛 migraine
偏头痛 migraines
茶匙 teaspoon
畠 tasuku
无线电广播 radio
灯柱 lamppost
凸缘 flange
施舍 alms
粉笔 chalk
单身汉 bachelor
单身汉 bachelors
盥洗室 lavatories
摇摇欲坠 crumbling
摇摇欲坠 shaky
除草剂 herbicides
除草剂 herbicide
床垫 mattresses
床垫 mattress
休耕 fallow
噪声 noise
娘娘腔 sissy
电话簿 phonebook
迟疑 hesitate
可兰经 koran
可兰经 quran
推杆 putt
气垫船 hovercraft
鲭鱼 mackerel
预审 pretrial
出口商 exporters
出口商 exporter
思乡 homesick
鸟儿 birds
残留物 residue
残留物 remnants
残留物 residuals
残留物 residues
应收 receivable
布达拉宫 potala
保险丝 fuses
保险丝 fuse
蜕皮 molting
腹壁 abdominal
威慑 deterrent
威慑 deterrence
篮板球 rebound
篮板球 rebounds
针筒 syringe
奶妈 nana
奶妈 nanny
渔获量 catches
压路机 steamroller
压路机 rollers
ş ş
漠不关心 indifferent
米黄色 beige
偷听 eavesdropping
消防队员 fireman
初潮 menarche
打嗝 hiccups
打嗝 burp
呼气 breath
诬蔑 slander
毛孔 pore
毛孔 pores
降压 buck
病虫害 pest
货架 shelf
货架 shelves
汤头 tonto
竞价 bidding
做饭 cook
做饭 cooking
𬭶 hassium
信士 believers
铥 thulium
香芹 parsley
成堆 piles
伪君子 hypocrite
鹅卵石 pebbles
鹅卵石 pebble
动脉瘤 aneurysm
禁足 grounded
毒刺 stinger
甄别 screening
红烧 braised
自流 artesian
空转 idling
钌 ruthenium
凉鞋 sandal
凉鞋 sandals
销魂 ecstasy
泥鳅 loach
擦鞋 shoeshine
顿悟 epiphany
违禁 forbidden
标量 scalar
提纲 outline
倾销 dumping
健美操 aerobics
寄宿生 boarders
门牙 incisor
搪塞 runaround
亲和性 affinity
暗房 darkroom
吹哨 whistle
趾骨 phalanges
钟乳石 stalactite
振荡 oscillation
红莓 cranberry
双胞 twin
自夸 boast
异想天开 whimsical
碍眼 eyesore
烦人 annoying
有利可图 profitable
动产 chattel
动产 movable
䴓 nuthatch
破败 rundown
浇水 watering
鸡皮疙瘩 goosebumps
苗条 slim
苗条 slender
纸巾 tissue
针头 needles
消费量 consumption
素性 primality
避孕药 pill
墨鱼 cuttlefish
归档 archiving
归档 filing
归档 archive
喉炎 croup
聚光灯 limelight
聚光灯 spotlight
会阴 perineum
暗流 undercurrent
坏血病 scurvy
夹板 splint
悸动 throbbing
毒理学 toxicological
𬭳 seaborgium
渔网 nets
牙签 toothpick
禁欲 abstinence
糖精 saccharin
悲叹 lament
炊具 cookers
炊具 cooker
脱氧 deoxy
款额 amounts
款额 amount
离心机 centrifuge
离心机 centrifuges
呼噜 oink
湿疹 eczema
磨床 grinder
泳裤 swimwear
泳裤 swimsuit
产前 prenatal
粉刺 acne
欢呼声 cheers
鱥 dace
屠宰场 slaughterhouses
屠宰场 abattoir
屠宰场 slaughterhouse
对口 counterpart
猩红 scarlet
蜇 stung
蜇 sting
王八蛋 bastard
对立面 opposites
项链 necklace
确证 corroboration
确证 corroborating
淫荡 lewd
饱和度 saturation
支脉 offshoot
疏濬 dredging
疏濬 dredge
地物 features
夜莺 nightingale
铪 hafnium
温床 hotbed
温床 hotbeds
烧结 sintering
农奴制 serfdom
⊥ ⊥
舯 amidships
僵直 rigor
错位 mangled
错位 dislocated
错位 misfit
错位 misplaced
退税 rebate
阴唇 labia
化装 disguise
欣喜若狂 ecstatic
跛脚 lame
被压迫 oppressed
耳聋 deaf
贬损 derogatory
消耗品 consumables
消耗品 expendable
主治医生 attending
丑八怪 ugly
眼线 eyeliner
黑麦 rye
嗡嗡 buzzing
奶昔 milkshake
镇静剂 sedative
重婚 bigamy
速记 shorthand
银器 silverware
粗鄙 coarse
立足点 foothold
库藏 treasuries
钙化 calcification
腹膜炎 peritonitis
辰夫 tatsuo
加热器 heaters
加热器 heater
马厩 stable
马厩 stables
õ õ
优越性 superiority
地层下陷 subsidence
警觉性 alertness
沈思 meditating
沈思 contemplation
麻醉剂 anesthetic
麻醉剂 anesthesia
肉汁 gravy
调色盘 palette
优越感 superiority
乳脂 butterfat
颠簸 bumps
吱吱 squeaking
吱吱 zee
讣告 obituary
讣告 obituaries
马蹄铁 horseshoe
泄气 discouraged
内陆国 landlocked
熏蒸 fumigation
愤世嫉俗 cynical
警笛 siren
和蔼可亲 affable
奸商 profiteers
空中飞人 trapeze
强奸罪 rape
槌子 gavel
回旋曲 rondo
原生动物 protozoa
浸润 wetting
饥馑 famine
响板 castanets
书信往来 correspondence
胎记 birthmark
脚踏板 pedals
冷却剂 coolant
胸肌 pecs
启示 revelation
倒错 perversions
误诊 misdiagnosis
踊 odori
凶杀案 homicide
利己主义 egoism
轻描淡写 understatement
接缝 seams
接缝 seam
试管婴儿 ivf
ę ę
小瓶 vial
拾荒者 scavengers
爱抚 caressing
爱抚 caress
草裙舞 hula
踌躇 wiggles
纳妾 concubinage
结余 balance
结余 balances
网膜 omentum
明胶 gelatin
肉丸 meatball
肉丸 meatballs
奇巧 kitkat
鼓舞人心 inspirational
别针 pin
鸡精 smut
檠 pinnata
麻木不仁 insensitive
弱视 amblyopia
不管怎样 anyway
花栗鼠 chipmunk
花栗鼠 chipmunks
ś ś
震颤 tremors
喧嚣 hustle
牙龈 gums
加冕典礼 coronation
讨价还价 bargaining
讨价还价 bargain
法理学 jurisprudence
足智多谋 resourceful
评注 commentaries
讲坛 pulpit
讲坛 rostrum
黏胶 glue
衣架 hanger
衣架 hangers
đ đ
妇联 fmc
订约 contracting
耳膜 eardrums
直言不讳 outspoken
花脸 stripes
簿记 bookkeeping
勾勾 hook
飞奔 scoot
括约肌 sphincter
鹛 babbler
权宜之计 expediency
萤石 fluorite
呆滞 sluggish
商誉 goodwill
饥渴 horny
山沟 ravine
ʒ ezh
拖网 trawling
拖网 trawl
拖网 trawls
利尿剂 diuretic
心绞痛 angina
拖把 mop
惯犯 recidivism
拉链 zipper
铸件 castings
缠结 entanglement
不孕症 infertility
反胃 nausea
扶摇直上 skyrocket
遗赠 bequeath
遗赠 legacy
遗赠 bequest
遗赠 legacies
雨点 raindrops
动脉硬化 arteriosclerosis
小农 smallholders
负担得起 affordable
瓦罐 crock
散装 bulk
血块 clot
寝具 bedding
几率 odds
ć ć
懊恼 chagrin
表土 topsoil
儿科医生 pediatrician
卧房 bedroom
寡头政治 oligarchy
ɣ ɣ
书桌 desks
书桌 desk
挫伤 bruising
承销 underwriting
发霉 moldy
同义字 synonym
同义字 synonyms
麸 bran
诚人 makoto
痴呆症 dementia
柠檬汁 lemonade
救生船 lifeboat
荚果 legume
色彩缤纷 colourful
色彩缤纷 colorful
œ œ
ª ª
矫形 orthopedic
矫形 orthopaedic
残余物 residue
残余物 residues
虫害 infestation
虫害 pest
虫害 pests
肠子 intestine
肠子 intestines
反刍 ruminant
借方 debit
过氧化物 peroxide
摊牌 showdown
骡子 mule
肺气肿 emphysema
匪帮 gangsta
管弦乐队 orchestra
管管 pipe
称赞 compliment
称赞 praise
瘸子 cripple
耳垢 earwax
凄凉 bleak
烟尘 soot
裙带关系 nepotism
马拉开波 maracaibo
卢萨卡 lusaka
垲 gae
等离子体 plasma
上篮 layup
凹痕 dents
鼻屎 booger
木槌 gavel
贞节 chastity
铲子 shovels
铲子 shovel
肉饼 meatloaf
破口大骂 yells
墨盒 cartridges
豆荚 pods
聘礼 dowry
母猪 sow
鸟粪 guano
拉客 soliciting
交战国 belligerent
交战国 belligerents
乞讨 begging
溜冰鞋 skates
刻刻 carved
岗哨 sentry
反动派 reactionaries
仇怨 grudge
书柜 bookcases
书柜 bookcase
兴高采烈 cheerfully
树液 sap
飞溅 splatter
烤炉 oven
ł ł
不可磨灭 indelibly
平行四边形 parallelogram
椎骨 vertebrae
深不可测 unfathomable
缆绳 cable
沙眼 trachoma
解毒剂 antidote
内科医生 physician
喷气机 jets
棉絮 lint
砂锅 casserole
复审 retrial
始终如一 consistent
弹坑 craters
影印机 copier
发呆 daze
空灵 ethereal
唯心主义 idealism
自命不凡 pretentious
磨难 ordeal
面糊 batter
依偎 snuggle
撒尿 pee
蚊帐 nets
偷猎 poaching
偏执狂 paranoid
偏执狂 paranoia
新婚夫妇 newlyweds
守财奴 miser
胡桃钳 nutcracker
拼盘 platter
招待会 receptions
招待会 reception
专制主义 authoritarianism
羊皮纸 parchment
不寒而栗 shudder
不寒而栗 chilling
恼火 irritated
睪酮 testosterone
弹片 shrapnel
拉链 zipper
拉链 zip
邮戳 postmark
邮戳 postmarks
烛台 candlestick
欣欣向荣 thriving
密件 bcc
窝藏 harboring
窝藏 harbouring
丧偶 widowed
吹口哨 whistle
船东 shipowners
船东 shipowner
舒张 diastolic
进餐 dining
轻罪 misdemeanour
庄稼 crops
庄稼 crop
答复 replies
答复 response
臃肿 bloated
二头肌 bicep
齿轮箱 gearbox
未定义 undefined
宗法制度 patriarchy
喷嚏 sneezes
喷嚏 sneezing
喷嚏 sneeze
灌肠 enema
卡尺 calipers
医务室 infirmary
仇杀 vendetta
松紧 elastic
被剥削 exploited
上诉人 appellant
上诉人 appellants
皮鞭 whips
唱盘 turntables
腹胀 bloating
垫子 mat
垫子 cushion
垫子 mats
睫毛膏 mascara
≅ ≅
鞋带 laces
虚张声势 bluffing
虚张声势 bluff
挨饿 starving
睡魔 sandman
连翘 forsythia
蓝藻 cyanobacteria
落潮 ebb
猎狗 hound
小苗 seedlings
强奸犯 rapists
强奸犯 rapist
吉卜赛人 gypsy
吉卜赛人 gypsies
畏缩 cringe
扫盲 illiteracy
扫盲 literacy
ľ ľ
心甘情愿 willingly
药膏 ointment
进退两难 dilemma
独创性 originality
吐痰 spitting
耳垂 earlobe
金橘 kumquat
卷心菜 cabbage
飞车党 bikers
旷日持久 protracted
忘恩负义 ungrateful
矢车菊 cornflower
受压迫 oppressed
门铃 doorbell
獛 genet
无所畏惧 fearless
耗子 rat
钆 gadolinium
轮播 carousel
柳条 wicker
皮夹 wallet
皮夹 pocketbook
环氧树脂 epoxy
沈著 composure
面面 noodles
哀号 wails
装运 shipments
装运 shipment
磨刀石 whetstone
纪律处分 discipline
泳者 swimmers
虱子 lice
虱子 louse
炮仗 firecrackers
炮仗 firecracker
因果报应 karma
含水层 aquifer
含水层 aquifers
锁匠 locksmith
讲台 podium
讲台 rostrum
生石灰 quicklime
床铺 beds
办事员 clerks
办事员 clerk
感叹词 interjection
直直 straight
痔疮 hemorrhoids
消毒剂 disinfectant
阵痛 throes
裙带 crony
鱼鳃 gills
浴盆 tub
灯台 menorah
汞合金 amalgam
阴户 pussy
阴户 cunt
凡士林 vaseline
谵妄 delirium
供过于求 oversupply
乳沟 cleavage
软管 hoses
魂灵 spirits
办公桌 desks
办公桌 desk
蜂蜡 beeswax
弹簧床 trampoline
吝惜 begrudge
帐蓬 tent
周转 turnaround
周转 turnover
漂白剂 bleach
货源 sourcing
赞美 praise
花腔 coloratura
鱼子酱 caviar
躺椅 recliner
药片 pills
药片 pill
独角戏 monologue
蛋黄酱 mayo
蛋黄酱 mayonnaise
亚马孙 amazon
弯路 detour
被单 linens
闺房 boudoir
干爹 godfather
尾骨 coccyx
厚厚 thick
窃案 burglary
炉灶 stoves
怦 thumping
从宽 leniency
阑尾炎 appendicitis
铁锈 rust
泻药 laxative
闪闪发光 shines
沈淀 sedimentation
桉树 eucalyptus
䱵 typus
霸权主义 hegemonic
霸权主义 hegemony
减员 attrition
健谈 chatty
健谈 talkative
利他主义 altruism
利他主义 altruistic
靶心 bullseye
贷方 lender
贷方 lenders
附带条件 conditionality
贫血症 anaemia
贫血症 anemia
发抖 shaking
麻绳 twine
僜 mishmi
超高频 uhf
刮胡子 shave
傻笑 giggle
傻笑 smirk
马克杯 mugs
莼 caroliniana
吓倒 intimidated
汇总 aggregation
人本主义 humanistic
人本主义 humanism
䳭 wheatear
布设 emplacement
长凳 benches
斧子 ax
斧子 axes
斧子 axe
存根 stubs
结膜炎 conjunctivitis
通心粉 macaroni
领口 neckline
发薪 payroll
胸针 brooch
暴发户 upstart
具体地说 specifically
私语 whispers
麦片 cheerios
麦片 cereal
别致 chic
螺钿 raden
流言蜚语 gossip
失眠症 insomnia
笑嘻嘻 grinning
帘幕 curtain
宠坏 spoil
瘀伤 bruises
瘀伤 bruise
挫折感 frustration
磕头 kowtow
血色素 haemoglobin
道貌岸然 sanctimonious
野鸡 pheasant
短视 myopia
短视 shortsighted
浸渍 impregnated
包头市 baotou
㖊 fathoms
熏肉 bacon
笨手笨脚 clumsy
马槽 manger
暖炉 heater
烧瓶 flask
无记名 bearer
隐隐 faintly
错开 stagger
错开 staggered
煤渣 cinder
余烬 embers
壁毯 tapestry
牛犊 calf
百叶窗 blinds
